id;original_name;genus;species;species_auth;infrasp1_rank;infrasp1;infrasp1_auth;infrasp2_rank;infrasp2;infrasp2_auth
1633;Sedum sexangulare L.;Sedum;sexangulare;L.;;;;;;
1634;Sedum alpestre Vill.;Sedum;alpestre;Vill.;;;;;;
1635;Sedum album L.;Sedum;album;L.;;;;;;
1636;Sedum gypsicola Boiss. & Reut.;Sedum;gypsicola;Boiss. & Reut.;;;;;;
1637;Sedum dasyphyllum L.;Sedum;dasyphyllum;L.;;;;;;
1638;Sedum monregalense Balb.;Sedum;monregalense;Balb.;;;;;;
1639;Sedum magellense Ten.;Sedum;magellense;Ten.;;;;;;
1640;Sedum magellense Ten. subsp. magellense;Sedum;magellense;Ten.;subsp;magellense;;;;
1641;Sedum magellense Ten. subsp. olympicum (Boiss.) Grande;Sedum;magellense;Ten.;subsp;olympicum;(Boiss. ) Grande;;;
1642;Sedum alsinifolium All.;Sedum;alsinifolium;All.;;;;;;
1643;Sedum hirsutum All. subsp. hirsutum;Sedum;hirsutum;All.;subsp;hirsutum;;;;
1644;Sedum glandulosum Moris;Sedum;glandulosum;Moris;;;;;;
1645;Sedum cepaea L.;Sedum;cepaea;L.;;;;;;
1646;Sedum atratum L.;Sedum;atratum;L.;;;;;;
1647;Sedum annuum L.;Sedum;annuum;L.;;;;;;
1648;Sedum litoreum Guss.;Sedum;litoreum;Guss.;;;;;;
1649;Sedum aetnense Tineo;Sedum;aetnense;Tineo;;;;;;
1650;Sedum rubens L.;Sedum;rubens;L.;;;;;;
1651;Sedum caespitosum (Cav.) DC.;Sedum;caespitosum;(Cav. ) DC.;;;;;;
1652;Sedum andegavense (DC.) Desv.;Sedum;andegavense;(DC. ) Desv.;;;;;;
1653;Sedum hispanicum L.;Sedum;hispanicum;L.;;;;;;
1654;Sedum caeruleum L.;Sedum;caeruleum;L.;;;;;;
1655;Sedum sarmentosum Bunge;Sedum;sarmentosum;Bunge;;;;;;
1656;Sedum fragrans 't Hart;Sedum;fragrans;'t Hart;;;;;;
1657;Sedum nussbaumerianum Bitter;Sedum;nussbaumerianum;Bitter;;;;;;
1658;Sedum palmeri S.Watson;Sedum;palmeri;S. Watson;;;;;;
1659;Hylotelephium maximum (L.) Holub subsp. maximum;Hylotelephium;maximum;(L. ) Holub;subsp;maximum;;;;
1660;Hylotelephium anacampseros (L.) H.Ohba;Hylotelephium;anacampseros;(L. ) H. Ohba;;;;;;
1661;Phedimus spurius (M.Bieb.) 't Hart subsp. spurius;Phedimus;spurius;(M. Bieb. ) 't Hart;subsp;spurius;;;;
1662;Phedimus stellatus (L.) Raf.;Phedimus;stellatus;(L. ) Raf.;;;;;;
1663;Rhodiola rosea L.;Rhodiola;rosea;L.;;;;;;
1664;Micranthes engleri (Dalla Torre) Galasso, Banfi & Soldano;Micranthes;engleri;(Dalla Torre) Galasso, Banfi & Soldano;;;;;;
1665;Saxifraga cuneifolia L.;Saxifraga;cuneifolia;L.;;;;;;
1666;Saxifraga cuneifolia L. subsp. cuneifolia;Saxifraga;cuneifolia;L.;subsp;cuneifolia;;;;
1667;Saxifraga cuneifolia L. subsp. robusta D.A.Webb;Saxifraga;cuneifolia;L.;subsp;robusta;D. A. Webb;;;
1668;Saxifraga umbrosa L.;Saxifraga;umbrosa;L.;;;;;;
1669;Saxifraga rotundifolia L. subsp. rotundifolia;Saxifraga;rotundifolia;L.;subsp;rotundifolia;;;;
1670;Saxifraga taygetea Boiss. & Heldr.;Saxifraga;taygetea;Boiss. & Heldr.;;;;;;
1671;Saxifraga hederacea L.;Saxifraga;hederacea;L.;;;;;;
1672;Saxifraga berica (Bég.) D.A.Webb;Saxifraga;berica;(Beg. ) D. A. Webb;;;;;;
1673;Saxifraga arachnoidea Sternb.;Saxifraga;arachnoidea;Sternb.;;;;;;
1674;Saxifraga petraea L.;Saxifraga;petraea;L.;;;;;;
1675;Saxifraga adscendens L.;Saxifraga;adscendens;L.;;;;;;
1676;Saxifraga adscendens L. subsp. adscendens;Saxifraga;adscendens;L.;subsp;adscendens;;;;
1677;Saxifraga adscendens L. subsp. parnassica (Boiss. & Heldr.) Hayek;Saxifraga;adscendens;L.;subsp;parnassica;(Boiss. & Heldr. ) Hayek;;;
1678;Saxifraga tridactylites L.;Saxifraga;tridactylites;L.;;;;;;
1679;Saxifraga bulbifera L.;Saxifraga;bulbifera;L.;;;;;;
1680;Saxifraga carpetana Boiss. & Reut.;Saxifraga;carpetana;Boiss. & Reut.;;;;;;
1681;Saxifraga carpetana Boiss. & Reut. subsp. carpetana;Saxifraga;carpetana;Boiss. & Reut.;subsp;carpetana;;;;
1682;Saxifraga carpetana Boiss. & Reut. subsp. graeca (Boiss. & Heldr.) D.A.Webb;Saxifraga;carpetana;Boiss. & Reut.;subsp;graeca;(Boiss. & Heldr. ) D. A. Webb;;;
1683;Saxifraga granulata L. subsp. granulata;Saxifraga;granulata;L.;subsp;granulata;;;;
1684;Saxifraga corsica (Ser. ex Duby) Gren. & Godr. subsp. corsica;Saxifraga;corsica;(Ser. ex Duby) Gren. & Godr.;subsp;corsica;;;;
1685;Saxifraga cernua L.;Saxifraga;cernua;L.;;;;;;
1686;Saxifraga pedemontana All.;Saxifraga;pedemontana;All.;;;;;;
1687;Saxifraga pedemontana All. subsp. pedemontana;Saxifraga;pedemontana;All.;subsp;pedemontana;;;;
1688;Saxifraga pedemontana All. subsp. cervicornis (Viv.) Engl.;Saxifraga;pedemontana;All.;subsp;cervicornis;(Viv. ) Engl.;;;
1689;Saxifraga italica D.A.Webb;Saxifraga;italica;D. A. Webb;;;;;;
1690;Saxifraga depressa Sternb.;Saxifraga;depressa;Sternb.;;;;;;
1691;Saxifraga aphylla Sternb.;Saxifraga;aphylla;Sternb.;;;;;;
1692;Saxifraga exarata Vill.;Saxifraga;exarata;Vill.;;;;;;
1693;Saxifraga exarata Vill. subsp. exarata;Saxifraga;exarata;Vill.;subsp;exarata;;;;
1694;Saxifraga exarata Vill. subsp. moschata (Wulfen) Cavill.;Saxifraga;exarata;Vill.;subsp;moschata;(Wulfen) Cavill.;;;
1695;Saxifraga exarata Vill. subsp. carniolica (Huter) T.Wraber;Saxifraga;exarata;Vill.;subsp;carniolica;(Huter) T. Wraber;;;
1696;Saxifraga exarata Vill. subsp. ampullacea (Ten.) D.A.Webb;Saxifraga;exarata;Vill.;subsp;ampullacea;(Ten. ) D. A. Webb;;;
1697;Saxifraga exarata Vill. subsp. pseudoexarata (Braun-Blanq.) D.A.Webb;Saxifraga;exarata;Vill.;subsp;pseudoexarata;(BraunBlanq. ) D. A. Webb;;;
1698;Saxifraga androsacea L.;Saxifraga;androsacea;L.;;;;;;
1699;Saxifraga sedoides L.;Saxifraga;sedoides;L.;;;;;;
1700;Saxifraga sedoides L. subsp. sedoides;Saxifraga;sedoides;L.;subsp;sedoides;;;;
1701;Saxifraga sedoides L. subsp. tomentosa (Zenari) Poldini;Saxifraga;sedoides;L.;subsp;tomentosa;(Zenari) Poldini;;;
1702;Saxifraga seguieri Biehler;Saxifraga;seguieri;Biehler;;;;;;
1703;Saxifraga presolanensis Engl.;Saxifraga;presolanensis;Engl.;;;;;;
1704;Saxifraga muscoides All.;Saxifraga;muscoides;All.;;;;;;
1705;Saxifraga facchinii W.D.J.Koch;Saxifraga;facchinii;W. D. J. Koch;;;;;;
1706;Saxifraga tenella Wulfen;Saxifraga;tenella;Wulfen;;;;;;
1707;Saxifraga glabella Bertol.;Saxifraga;glabella;Bertol.;;;;;;
1708;Saxifraga aspera L.;Saxifraga;aspera;L.;;;;;;
1709;Saxifraga bryoides L.;Saxifraga;bryoides;L.;;;;;;
1710;Saxifraga hirculus L.;Saxifraga;hirculus;L.;;;;;;
1711;Saxifraga aizoides L.;Saxifraga;aizoides;L.;;;;;;
1712;Saxifraga oppositifolia L. subsp. oppositifolia;Saxifraga;oppositifolia;L.;subsp;oppositifolia;;;;
1713;Saxifraga speciosa Dörfl. & Hayek;Saxifraga;speciosa;Dorfl. & Hayek;;;;;;
1714;Saxifraga rudolphiana Hornsch. ex W.D.J.Koch;Saxifraga;rudolphiana;Hornsch. ex W. D. J. Koch;;;;;;
1715;Saxifraga retusa Gouan;Saxifraga;retusa;Gouan;;;;;;
1716;Saxifraga retusa Gouan subsp. retusa;Saxifraga;retusa;Gouan;subsp;retusa;;;;
1717;Saxifraga retusa Gouan subsp. augustana (Vacc.) P.Fourn.;Saxifraga;retusa;Gouan;subsp;augustana;(Vacc. ) P. Fourn.;;;
1718;Saxifraga biflora All. subsp. biflora;Saxifraga;biflora;All.;subsp;biflora;;;;
1719;Saxifraga diapensioides Bellardi;Saxifraga;diapensioides;Bellardi;;;;;;
1720;Saxifraga tombeanensis Boiss. ex Engl.;Saxifraga;tombeanensis;Boiss. ex Engl.;;;;;;
1721;Saxifraga vandellii Sternb.;Saxifraga;vandellii;Sternb.;;;;;;
1722;Saxifraga burseriana L.;Saxifraga;burseriana;L.;;;;;;
1723;Saxifraga squarrosa Sieber;Saxifraga;squarrosa;Sieber;;;;;;
1724;Saxifraga caesia L.;Saxifraga;caesia;L.;;;;;;
1725;Saxifraga valdensis DC.;Saxifraga;valdensis;DC.;;;;;;
1726;Saxifraga porophylla Bertol. subsp. porophylla;Saxifraga;porophylla;Bertol.;subsp;porophylla;;;;
1727;Saxifraga marginata Sternb.;Saxifraga;marginata;Sternb.;;;;;;
1728;Saxifraga callosa Sm. subsp. callosa;Saxifraga;callosa;Sm.;subsp;callosa;;;;
1729;Saxifraga cochlearis Rchb.;Saxifraga;cochlearis;Rchb.;;;;;;
1730;Saxifraga crustata Vest;Saxifraga;crustata;Vest;;;;;;
1731;Saxifraga cotyledon L.;Saxifraga;cotyledon;L.;;;;;;
1732;Saxifraga paniculata Mill.;Saxifraga;paniculata;Mill.;;;;;;
1733;Saxifraga hostii Tausch;Saxifraga;hostii;Tausch;;;;;;
1734;Saxifraga hostii Tausch subsp. hostii;Saxifraga;hostii;Tausch;subsp;hostii;;;;
1735;Saxifraga hostii Tausch subsp. rhaetica (A.Kern. ex Engl.) Braun-Blanq.;Saxifraga;hostii;Tausch;subsp;rhaetica;(A. Kern. ex Engl. ) BraunBlanq.;;;
1736;Saxifraga mutata L. subsp. mutata;Saxifraga;mutata;L.;subsp;mutata;;;;
1737;Saxifraga florulenta Moretti;Saxifraga;florulenta;Moretti;;;;;;
1738;Chrysosplenium alternifolium L.;Chrysosplenium;alternifolium;L.;;;;;;
1739;Chrysosplenium dubium J.Gay ex Ser.;Chrysosplenium;dubium;J. Gay ex Ser.;;;;;;
1740;Parnassia palustris L. subsp. palustris;Parnassia;palustris;L.;subsp;palustris;;;;
1741;Philadelphus coronarius L.;Philadelphus;coronarius;L.;;;;;;
1742;Ribes multiflorum Kit. ex Roem. & Schult.;Ribes;multiflorum;Kit. ex Roem. & Schult.;;;;;;
1743;Ribes multiflorum Kit. ex Roem. & Schult. subsp. multiflorum;Ribes;multiflorum;Kit. ex Roem. & Schult.;subsp;multiflorum;;;;
1744;Ribes multiflorum Kit. ex Roem. & Schult. subsp. sandalioticum Arrigoni;Ribes;multiflorum;Kit. ex Roem. & Schult.;subsp;sandalioticum;Arrigoni;;;
1745;Ribes rubrum L.;Ribes;rubrum;L.;;;;;;
1746;Ribes petraeum Wulfen;Ribes;petraeum;Wulfen;;;;;;
1747;Ribes nigrum L.;Ribes;nigrum;L.;;;;;;
1748;Ribes uva-crispa L. subsp. uva-crispa;Ribes;uvacrispa;L.;subsp;uvacrispa;;;;
1749;Ribes sardoum Martelli;Ribes;sardoum;Martelli;;;;;;
1750;Ribes aureum Pursh;Ribes;aureum;Pursh;;;;;;
1751;Ribes alpinum L.;Ribes;alpinum;L.;;;;;;
1752;Deutzia crenata Siebold & Zucc.;Deutzia;crenata;Siebold & Zucc.;;;;;;
1753;Deutzia gracilis Siebold & Zucc.;Deutzia;gracilis;Siebold & Zucc.;;;;;;
1754;Pittosporum tobira (Thunb.) W.T.Aiton;Pittosporum;tobira;(Thunb. ) W. T. Aiton;;;;;;
1755;Pittosporum undulatum Vent.;Pittosporum;undulatum;Vent.;;;;;;
1756;Spiraea salicifolia L.;Spiraea;salicifolia;L.;;;;;;
1757;Spiraea decumbens W.D.J.Koch;Spiraea;decumbens;W. D. J. Koch;;;;;;
1758;Spiraea decumbens W.D.J.Koch subsp. decumbens;Spiraea;decumbens;W. D. J. Koch;subsp;decumbens;;;;
1759;Spiraea decumbens W.D.J.Koch subsp. tomentosa (Poech) Dostál;Spiraea;decumbens;W. D. J. Koch;subsp;tomentosa;(Poech) Dostal;;;
1760;Spiraea chamaedryfolia L.;Spiraea;chamaedryfolia;L.;;;;;;
1761;Spiraea cana Waldst. & Kit.;Spiraea;cana;Waldst. & Kit.;;;;;;
1762;Spiraea japonica L.f.;Spiraea;japonica;L. f.;;;;;;
1763;Spiraea hypericifolia L. subsp. obovata (Waldst. & Kit. ex Willd.) H.Huber;Spiraea;hypericifolia;L.;subsp;obovata;(Waldst. & Kit. ex Willd. ) H. Huber;;;
1764;Sorbaria sorbifolia (L.) A.Braun;Sorbaria;sorbifolia;(L. ) A. Braun;;;;;;
1765;Physocarpus opulifolius (L.) Maxim.;Physocarpus;opulifolius;(L. ) Maxim.;;;;;;
1766;Aruncus dioicus (Walter) Fernald;Aruncus;dioicus;(Walter) Fernald;;;;;;
1767;Filipendula vulgaris Moench;Filipendula;vulgaris;Moench;;;;;;
1768;Filipendula ulmaria (L.) Maxim.;Filipendula;ulmaria;(L. ) Maxim.;;;;;;
1769;Kerria japonica (L.) DC.;Kerria;japonica;(L. ) DC.;;;;;;
1770;Rubus saxatilis L.;Rubus;saxatilis;L.;;;;;;
1771;Rubus idaeus L. subsp. idaeus;Rubus;idaeus;L.;subsp;idaeus;;;;
1772;Rubus phoenicolasius Maxim.;Rubus;phoenicolasius;Maxim.;;;;;;
1773;Rubus nessensis Hall subsp. nessensis;Rubus;nessensis;Hall;subsp;nessensis;;;;
1774;Rubus sulcatus Vest;Rubus;sulcatus;Vest;;;;;;
1775;Rubus constrictus Lefèvre & P.J.Müll.;Rubus;constrictus;Lefevre & P. J. Mull.;;;;;;
1776;Rubus pedatifolius Genev.;Rubus;pedatifolius;Genev.;;;;;;
1777;Rubus questierii Lefèvre & P.J.Müll.;Rubus;questierii;Lefevre & P. J. Mull.;;;;;;
1778;Rubus macrophyllus Weihe & Nees;Rubus;macrophyllus;Weihe & Nees;;;;;;
1779;Rubus mercieri Genev.;Rubus;mercieri;Genev.;;;;;;
1780;Rubus laciniatus Weston;Rubus;laciniatus;Weston;;;;;;
1781;Rubus ulmifolius Schott;Rubus;ulmifolius;Schott;;;;;;
1782;Rubus armeniacus Focke;Rubus;armeniacus;Focke;;;;;;
1783;Rubus acheruntinus (Ten.) Ten.;Rubus;acheruntinus;(Ten. ) Ten.;;;;;;
1784;Rubus sanctus Schreb.;Rubus;sanctus;Schreb.;;;;;;
1785;Rubus bifrons Vest;Rubus;bifrons;Vest;;;;;;
1786;Rubus chloocladus W.C.R.Watson;Rubus;chloocladus;W. C. R. Watson;;;;;;
1787;Rubus montanus Lib. ex Lej.;Rubus;montanus;Lib. ex Lej.;;;;;;
1788;Rubus flaccidus P.J.Müll.;Rubus;flaccidus;P. J. Mull.;;;;;;
1789;Rubus grabowskii Weihe;Rubus;grabowskii;Weihe;;;;;;
1790;Rubus canescens DC.;Rubus;canescens;DC.;;;;;;
1791;Rubus aetneus Tornab.;Rubus;aetneus;Tornab.;;;;;;
1792;Rubus vestitus Weihe;Rubus;vestitus;Weihe;;;;;;
1793;Rubus adscitus Genev.;Rubus;adscitus;Genev.;;;;;;
1794;Rubus gremlii Focke;Rubus;gremlii;Focke;;;;;;
1795;Rubus radula Weihe;Rubus;radula;Weihe;;;;;;
1796;Rubus foliosus Weihe;Rubus;foliosus;Weihe;;;;;;
1797;Rubus flexuosus P.J.Müll. & Lefèvre;Rubus;flexuosus;P. J. Mull. & Lefevre;;;;;;
1798;Rubus pallidus Weihe;Rubus;pallidus;Weihe;;;;;;
1799;Rubus distractus Wirtg.;Rubus;distractus;Wirtg.;;;;;;
1800;Rubus rudis Weihe;Rubus;rudis;Weihe;;;;;;
1801;Rubus euprepes Focke;Rubus;euprepes;Focke;;;;;;
1802;Rubus koehleri Weihe;Rubus;koehleri;Weihe;;;;;;
1803;Rubus incanescens (DC.) Bertol.;Rubus;incanescens;(DC. ) Bertol.;;;;;;
1804;Rubus tereticaulis P.J.Müll.;Rubus;tereticaulis;P. J. Mull.;;;;;;
1805;Rubus schleicheri Weihe ex Tratt.;Rubus;schleicheri;Weihe ex Tratt.;;;;;;
1806;Rubus villarsianus Focke ex Gremli;Rubus;villarsianus;Focke ex Gremli;;;;;;
1807;Rubus hirtus Waldst. & Kit. group;Rubus;hirtus;Waldst. & Kit. group;;;;;;
1808;Rubus guentheri Weihe;Rubus;guentheri;Weihe;;;;;;
1809;Rubus caesius L.;Rubus;caesius;L.;;;;;;
1810;Rubus elatior Focke ex Gremli;Rubus;elatior;Focke ex Gremli;;;;;;
1811;Rubus epipsilos Focke;Rubus;epipsilos;Focke;;;;;;
1812;Rubus goniophorus H.E.Weber;Rubus;goniophorus;H. E. Weber;;;;;;
1813;Rubus praecox Bertol.;Rubus;praecox;Bertol.;;;;;;
1814;Rubus festii H.E.Weber;Rubus;festii;H. E. Weber;;;;;;
1815;Rubus arrigonii Camarda;Rubus;arrigonii;Camarda;;;;;;
1816;Rubus limbarae Camarda;Rubus;limbarae;Camarda;;;;;;
1817;Rubus sect. Corylifolii Lindl.;Rubus;corylifolii;Lindl.;;;;;;
1818;Rosa spinosissima L.;Rosa;spinosissima;L.;;;;;;
1819;Rosa pulverulenta M.Bieb.;Rosa;pulverulenta;M. Bieb.;;;;;;
1820;Rosa hermannii Burnat & Gremli;Rosa;hermannii;Burnat & Gremli;;;;;;
1821;Rosa viscosa Jan ex Guss.;Rosa;viscosa;Jan ex Guss.;;;;;;
1822;Rosa serafinii Viv.;Rosa;serafinii;Viv.;;;;;;
1823;Rosa rubiginosa L.;Rosa;rubiginosa;L.;;;;;;
1824;Rosa rhaetica Gremli;Rosa;rhaetica;Gremli;;;;;;
1825;Rosa inodora Fr.;Rosa;inodora;Fr.;;;;;;
1826;Rosa agrestis Savi;Rosa;agrestis;Savi;;;;;;
1827;Rosa micrantha Borrer ex Sm.;Rosa;micrantha;Borrer ex Sm.;;;;;;
1828;Rosa pendulina L.;Rosa;pendulina;L.;;;;;;
1829;Rosa villosa L.;Rosa;villosa;L.;;;;;;
1830;Rosa heckeliana Tratt.;Rosa;heckeliana;Tratt.;;;;;;
1831;Rosa marginata Wallr.;Rosa;marginata;Wallr.;;;;;;
1832;Rosa tomentosa Sm.;Rosa;tomentosa;Sm.;;;;;;
1833;Rosa pseudoscabriuscula (R.Keller) Henker & G.Schulze;Rosa;pseudoscabriuscula;(R. Keller) Henker & G. Schulze;;;;;;
1834;Rosa glauca Pourr.;Rosa;glauca;Pourr.;;;;;;
1835;Rosa montana Chaix;Rosa;montana;Chaix;;;;;;
1836;Rosa stylosa Desv.;Rosa;stylosa;Desv.;;;;;;
1837;Rosa canina L.;Rosa;canina;L.;;;;;;
1838;Rosa pouzinii Tratt.;Rosa;pouzinii;Tratt.;;;;;;
1839;Rosa dumalis Bechst.;Rosa;dumalis;Bechst.;;;;;;
1840;Rosa subcanina (Christ) Vuk.;Rosa;subcanina;(Christ) Vuk.;;;;;;
1841;Rosa caesia Sm.;Rosa;caesia;Sm.;;;;;;
1842;Rosa subcollina (Christ) Vuk.;Rosa;subcollina;(Christ) Vuk.;;;;;;
1843;Rosa balsamica Besser;Rosa;balsamica;Besser;;;;;;
1844;Rosa corymbifera Borkh.;Rosa;corymbifera;Borkh.;;;;;;
1845;Rosa abietina Gren. ex Christ;Rosa;abietina;Gren. ex Christ;;;;;;
1846;Rosa gallica L.;Rosa;gallica;L.;;;;;;
1847;Rosa arvensis Huds.;Rosa;arvensis;Huds.;;;;;;
1848;Rosa sempervirens L.;Rosa;sempervirens;L.;;;;;;
1849;Rosa moschata Herrm.;Rosa;moschata;Herrm.;;;;;;
1850;Rosa foetida Herrm.;Rosa;foetida;Herrm.;;;;;;
1851;Rosa multiflora Thunb.;Rosa;multiflora;Thunb.;;;;;;
1852;Rosa sicula Tratt.;Rosa;sicula;Tratt.;;;;;;
1853;Rosa uriensis Lagger & Puget ex Cottet;Rosa;uriensis;Lagger & Puget ex Cottet;;;;;;
1854;Rosa chavinii Rapin ex Reut.;Rosa;chavinii;Rapin ex Reut.;;;;;;
1855;Agrimonia eupatoria L. subsp. eupatoria;Agrimonia;eupatoria;L.;subsp;eupatoria;;;;
1856;Agrimonia procera Wallr.;Agrimonia;procera;Wallr.;;;;;;
1857;Agrimonia repens L.;Agrimonia;repens;L.;;;;;;
1858;Aremonia agrimonoides (L.) DC. subsp. agrimonoides;Aremonia;agrimonoides;(L. ) DC.;subsp;agrimonoides;;;;
1859;Sanguisorba officinalis L.;Sanguisorba;officinalis;L.;;;;;;
1860;Sanguisorba dodecandra Moretti;Sanguisorba;dodecandra;Moretti;;;;;;
1861;Poterium sanguisorba L.;Poterium;sanguisorba;L.;;;;;;
1862;Poterium sanguisorba L. subsp. sanguisorba;Poterium;sanguisorba;L.;subsp;sanguisorba;;;;
1863;Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace;Poterium;sanguisorba;L.;subsp;balearicum;(Bourg. ex Nyman) Stace;;;
1864;Poterium rupiculum Boiss. & Reut.;Poterium;rupiculum;Boiss. & Reut.;;;;;;
1865;Poterium verrucosum Link ex G.Don;Poterium;verrucosum;Link ex G. Don;;;;;;
1866;Poteridium annuum (Nutt.) Spach;Poteridium;annuum;(Nutt. ) Spach;;;;;;
1867;Poterium spinosum L.;Poterium;spinosum;L.;;;;;;
1868;Dryas octopetala L. subsp. octopetala;Dryas;octopetala;L.;subsp;octopetala;;;;
1869;Geum reptans L.;Geum;reptans;L.;;;;;;
1870;Geum montanum L.;Geum;montanum;L.;;;;;;
1871;Geum heterocarpum Boiss.;Geum;heterocarpum;Boiss.;;;;;;
1872;Geum rivale L.;Geum;rivale;L.;;;;;;
1873;Geum sylvaticum Pourr.;Geum;sylvaticum;Pourr.;;;;;;
1874;Geum urbanum L.;Geum;urbanum;L.;;;;;;
1875;Geum molle Vis. & Pan?i?;Geum;molle;Vis. & Pancic;;;;;;
1876;Dasiphora fruticosa (L.) Rydb.;Dasiphora;fruticosa;(L. ) Rydb.;;;;;;
1877;Comarum palustre L.;Comarum;palustre;L.;;;;;;
1878;Drymocallis rupestris (L.) Soják;Drymocallis;rupestris;(L. ) Sojak;;;;;;
1879;Drymocallis corsica (Soleirol ex Lehm.) Kurtto;Drymocallis;corsica;(Soleirol ex Lehm. ) Kurtto;;;;;;
1880;Potentilla multifida L.;Potentilla;multifida;L.;;;;;;
1881;Potentilla pensylvanica L.;Potentilla;pensylvanica;L.;;;;;;
1882;Potentilla nivea L. subsp. nivea;Potentilla;nivea;L.;subsp;nivea;;;;
1883;Potentilla argentea L.;Potentilla;argentea;L.;;;;;;
1884;Potentilla calabra Ten.;Potentilla;calabra;Ten.;;;;;;
1885;Potentilla inclinata Vill.;Potentilla;inclinata;Vill.;;;;;;
1886;Potentilla collina Wibel;Potentilla;collina;Wibel;;;;;;
1887;Potentilla johanniniana Goiran;Potentilla;johanniniana;Goiran;;;;;;
1888;Potentilla alpicola De la Soie ex Fauc.;Potentilla;alpicola;De la Soie ex Fauc.;;;;;;
1889;Potentilla leucopolitana P.J.Müll.;Potentilla;leucopolitana;P. J. Mull.;;;;;;
1890;Potentilla supina L. subsp. supina;Potentilla;supina;L.;subsp;supina;;;;
1891;Potentilla norvegica L.;Potentilla;norvegica;L.;;;;;;
1892;Potentilla intermedia L.;Potentilla;intermedia;L.;;;;;;
1893;Potentilla detommasii Ten.;Potentilla;detommasii;Ten.;;;;;;
1894;Potentilla recta L.;Potentilla;recta;L.;;;;;;
1895;Potentilla recta L. subsp. recta;Potentilla;recta;L.;subsp;recta;;;;
1896;Potentilla recta L. subsp. obscura (Willd.) Ces.;Potentilla;recta;L.;subsp;obscura;(Willd. ) Ces.;;;
1897;Potentilla pedata Willd. ex Hornem.;Potentilla;pedata;Willd. ex Hornem.;;;;;;
1898;Potentilla grandiflora L.;Potentilla;grandiflora;L.;;;;;;
1899;Potentilla thuringiaca Bernh. ex Link;Potentilla;thuringiaca;Bernh. ex Link;;;;;;
1900;Potentilla brauneana Hoppe;Potentilla;brauneana;Hoppe;;;;;;
1901;Potentilla frigida Vill.;Potentilla;frigida;Vill.;;;;;;
1902;Potentilla crantzii (Crantz) Beck ex Fritsch subsp. crantzii;Potentilla;crantzii;(Crantz) Beck ex Fritsch;subsp;crantzii;;;;
1903;Potentilla aurea L. subsp. aurea;Potentilla;aurea;L.;subsp;aurea;;;;
1904;Potentilla heptaphylla L. subsp. heptaphylla;Potentilla;heptaphylla;L.;subsp;heptaphylla;;;;
1905;Potentilla rigoana Th.Wolf;Potentilla;rigoana;Th. Wolf;;;;;;
1906;Potentilla heptaphylla L. subsp. australis (Nyman) Gams;Potentilla;heptaphylla;L.;subsp;australis;(Nyman) Gams;;;
1907;Potentilla verna L.;Potentilla;verna;L.;;;;;;
1908;Potentilla pusilla Host;Potentilla;pusilla;Host;;;;;;
1909;Potentilla erecta (L.) Raeusch.;Potentilla;erecta;(L. ) Raeusch.;;;;;;
1910;Potentilla anglica Laichard.;Potentilla;anglica;Laichard.;;;;;;
1911;Potentilla reptans L.;Potentilla;reptans;L.;;;;;;
1912;Potentilla caulescens L.;Potentilla;caulescens;L.;;;;;;
1913;Potentilla clusiana Jacq.;Potentilla;clusiana;Jacq.;;;;;;
1914;Potentilla crassinervia Viv.;Potentilla;crassinervia;Viv.;;;;;;
1915;Potentilla nitida L.;Potentilla;nitida;L.;;;;;;
1916;Potentilla valderia L.;Potentilla;valderia;L.;;;;;;
1917;Potentilla grammopetala Moretti;Potentilla;grammopetala;Moretti;;;;;;
1918;Potentilla apennina Ten. subsp. apennina;Potentilla;apennina;Ten.;subsp;apennina;;;;
1919;Potentilla alba L.;Potentilla;alba;L.;;;;;;
1920;Potentilla sterilis (L.) Garcke;Potentilla;sterilis;(L. ) Garcke;;;;;;
1921;Potentilla micrantha Ramond ex DC.;Potentilla;micrantha;Ramond ex DC.;;;;;;
1922;Potentilla saxifraga Ardoino ex De Not.;Potentilla;saxifraga;Ardoino ex De Not.;;;;;;
1923;Argentina anserina (L.) Rydb. subsp. anserina;Argentina;anserina;(L. ) Rydb.;subsp;anserina;;;;
1924;Potentilla indica (Andrews) Th.Wolf;Potentilla;indica;(Andrews) Th. Wolf;;;;;;
1925;Potentilla cinerea Chaix ex Vill.;Potentilla;cinerea;Chaix ex Vill.;;;;;;
1926;Potentilla tommasiniana F.W.Schultz;Potentilla;tommasiniana;F. W. Schultz;;;;;;
1927;Potentilla incana G.Gaertn., B.Mey. & Scherb.;Potentilla;incana;G. Gaertn. , B. Mey. & Scherb.;;;;;;
1928;Sibbaldia procumbens L.;Sibbaldia;procumbens;L.;;;;;;
1929;Fragaria vesca L. subsp. vesca;Fragaria;vesca;L.;subsp;vesca;;;;
1930;Fragaria moschata Weston;Fragaria;moschata;Weston;;;;;;
1931;Fragaria viridis Weston subsp. viridis;Fragaria;viridis;Weston;subsp;viridis;;;;
1932;Fragaria virginiana Mill.;Fragaria;virginiana;Mill.;;;;;;
1933;Alchemilla pentaphyllea L.;Alchemilla;pentaphyllea;L.;;;;;;
1934;Alchemilla saxatilis Buser;Alchemilla;saxatilis;Buser;;;;;;
1935;Alchemilla transiens (Buser) Buser;Alchemilla;transiens;(Buser) Buser;;;;;;
